ip,mac,flag
10.126.71.66,00:50:56:bc:33:5a,perm_remote
10.126.71.67,00:50:56:bc:27:f7,perm_remote
10.126.71.68,00:50:56:ae:6a:db,perm_remote
10.126.71.69,00:50:56:ac:35:0b,none
10.126.71.70,00:50:56:ae:1a:b4,none
10.126.71.71,00:50:56:ac:2d:51,perm_remote
10.126.71.72,00:50:56:ac:67:5b,perm_remote
10.126.71.73,00:50:56:ae:1a:c4,perm_remote
10.126.71.74,00:50:56:ac:53:9a,perm_remote
10.126.71.75,00:50:56:ac:1b:3b,perm_remote
10.126.71.76,00:50:56:ac:1a:8d,perm_remote
10.126.71.77,00:50:56:ac:42:2d,none
10.126.71.78,00:50:56:ac:34:82,none
10.126.71.79,00:50:56:ae:23:1a,none
10.126.71.82,00:50:56:ae:1a:b2,perm_remote
10.126.71.83,00:50:56:ac:0e:d3,perm_remote
10.126.71.84,00:50:56:ae:28:34,perm_remote
10.126.71.85,00:50:56:ae:28:35,none
10.126.71.86,00:50:56:bc:56:d3,none
10.126.71.87,00:50:56:bc:2e:eb,perm_remote
10.126.71.88,00:50:56:bc:3c:30,perm_remote
10.126.71.89,00:50:56:ae:43:7a,perm_remote
10.126.71.90,00:50:56:ae:1b:ba,perm_remote
10.126.71.91,00:50:56:ac:16:4e,perm_remote
10.126.71.92,00:50:56:ac:2d:b2,none
10.126.71.93,00:50:56:ac:10:8e,none
10.126.71.100,00:50:56:89:d6:13,perm_remote
10.126.71.101,00:50:56:ae:5c:df,perm_remote
10.126.71.102,00:50:56:bc:59:dc,none
10.126.71.103,00:50:56:ae:5c:e1,none
10.126.71.104,00:50:56:ae:1b:b8,none
10.126.71.105,00:50:56:89:5c:db,perm_remote
10.126.71.106,00:50:56:89:b0:f9,perm_remote
10.126.71.107,00:50:56:89:d2:0e,perm_remote
10.126.71.108,00:50:56:bc:50:93,none
10.126.71.109,00:50:56:bc:30:47,perm_remote
10.126.71.110,00:50:56:ae:5c:e4,none
10.126.71.111,00:50:56:ae:5c:e5,perm_remote
10.126.71.113,00:50:56:ae:5c:ee,none
10.126.71.114,00:50:56:bc:60:62,perm_remote
10.126.71.116,00:50:56:ae:5c:f3,perm_remote
10.126.71.117,00:50:56:89:93:49,none
10.126.71.120,00:50:56:ae:43:9a,perm_remote
10.126.71.121,00:50:56:89:26:77,perm_remote
10.126.71.122,00:50:56:89:44:c5,perm_remote
10.126.71.123,00:50:56:89:4a:b4,perm_remote
10.126.71.124,00:50:56:89:ca:c2,none
10.126.71.126,00:50:56:ae:5d:05,none
10.126.71.128,00:50:56:ac:25:bc,perm_remote
10.126.71.129,00:50:56:bc:5b:0d,perm_remote
10.126.71.130,00:50:56:bc:0b:6a,perm_remote
10.126.71.131,00:50:56:ac:26:06,perm_remote
10.126.71.132,00:50:56:bc:27:d1,none
10.126.71.133,00:50:56:bc:79:85,perm_remote
10.126.71.134,00:50:56:bc:49:a4,none
10.126.71.135,00:50:56:bc:74:47,perm_remote
10.126.71.136,00:50:56:bc:23:0e,perm_remote
10.126.71.137,00:50:56:bc:33:44,perm_remote
10.126.71.138,00:50:56:bc:3e:8e,perm_remote
10.126.71.139,00:50:56:bc:7e:e9,perm_remote
10.126.71.140,00:50:56:bc:30:5d,perm_remote
10.126.71.141,00:50:56:bc:06:c0,none
10.126.71.142,00:50:56:bc:13:98,perm_remote
10.126.71.143,00:50:56:bc:31:7e,none
10.126.71.144,00:50:56:bc:21:52,perm_remote
10.126.71.145,00:50:56:ac:0b:68,perm_remote
10.126.71.146,00:50:56:bc:42:5f,none
10.126.71.147,00:50:56:ac:77:a8,none
10.126.71.148,00:50:56:ae:23:1e,perm_remote
10.126.71.149,00:50:56:ae:23:1f,none
10.126.71.150,00:50:56:ae:23:20,none
10.126.71.151,00:50:56:ae:23:21,perm_remote
10.126.71.152,00:50:56:bc:3e:60,perm_remote
10.126.71.153,00:50:56:ae:37:f8,none
10.126.71.154,00:50:56:ae:37:f6,none
10.126.71.155,00:50:56:bc:02:9c,perm_remote
10.126.71.156,00:50:56:bc:15:d4,perm_remote
10.126.71.157,00:50:56:bc:76:40,none
10.126.71.158,00:50:56:89:00:cc,perm_remote
10.126.71.164,00:50:56:bc:0e:97,none
10.126.71.165,00:50:56:bc:51:09,none
10.126.71.166,00:50:56:ac:66:a2,none
10.126.71.167,00:50:56:bc:2e:1f,none
10.126.71.168,00:50:56:ac:2f:a2,perm_remote
10.126.71.169,00:50:56:ac:0b:3a,none
10.126.71.170,00:50:56:ac:45:e3,none
10.126.71.171,00:50:56:ac:38:b9,perm_remote
10.126.71.172,00:50:56:ae:08:f9,none
10.126.71.173,00:50:56:ae:28:46,none
10.126.71.174,00:50:56:ae:28:48,perm_remote
10.126.71.175,00:50:56:ae:28:46,none
10.126.71.176,00:50:56:bc:56:e3,none
10.126.71.177,00:50:56:ac:38:b9,perm_remote
10.126.71.178,00:50:56:ae:05:42,none
10.126.71.179,00:50:56:ae:08:a7,none
10.126.71.182,00:50:56:b9:52:77,none
10.126.71.186,00:50:56:ac:03:35,perm_remote
10.126.71.187,00:50:56:ac:03:35,perm_remote
10.126.71.188,00:50:56:ac:03:35,perm_remote
10.126.71.189,00:50:56:ac:03:35,perm_remote
10.126.71.190,00:50:56:ac:03:35,perm_remote
10.126.71.191,00:50:56:ac:03:35,perm_remote
10.126.71.192,00:50:56:ac:03:35,perm_remote
10.126.71.193,00:50:56:ac:03:35,perm_remote
10.126.71.194,00:50:56:ac:03:35,perm_remote
10.126.71.195,00:50:56:ac:03:35,perm_remote
10.126.71.196,00:50:56:ac:6b:6f,none
10.126.71.200,00:50:56:ae:07:c8,none
10.126.71.201,00:50:56:ae:41:fd,perm_remote
10.126.71.202,00:50:56:ae:41:fe,perm_remote
10.126.71.204,00:50:56:ae:08:c8,perm_remote
10.126.71.205,00:50:56:ae:33:90,perm_remote
10.126.71.210,00:50:56:bc:61:dd,none
10.126.71.212,00:50:56:bc:61:dd,none
10.126.71.213,00:50:56:bc:61:dd,none
10.126.71.214,00:50:56:bc:61:dd,none
10.126.71.215,00:50:56:bc:59:bd,perm_remote
10.126.71.218,00:50:56:89:0e:b3,perm_remote
10.126.71.219,00:50:56:89:b8:fe,none
10.126.71.220,00:50:56:89:8f:88,none
10.126.71.221,00:50:56:89:3d:df,none
10.126.71.222,00:50:56:89:50:77,perm_remote
10.126.71.223,00:50:56:89:7f:23,perm_remote
10.126.71.224,00:50:56:89:c2:6d,none
10.126.71.225,00:50:56:89:e5:56,none
10.126.80.21,00:01:a4:ab:9c:8f,none
10.126.80.31,00:01:a4:ab:94:c9,none
10.126.80.32,00:01:a4:ab:99:02,none
10.126.80.33,00:01:a4:ab:94:ba,perm_remote
10.126.80.34,00:01:a4:ab:97:41,perm_remote
10.126.80.35,00:01:a4:ab:97:42,none
10.126.80.36,00:01:a4:ab:94:bc,perm_remote
10.126.80.37,00:01:a4:ab:97:43,perm_remote
10.126.80.38,00:01:a4:ab:94:bb,perm_remote
10.126.80.39,00:01:a4:ab:97:44,none
10.126.80.40,00:01:a4:ab:99:91,perm_remote
10.126.80.41,00:01:a4:ab:94:ec,none
10.126.80.42,00:01:a4:ab:99:90,perm_remote
10.126.80.43,00:01:a4:ab:94:d7,none
10.126.80.44,00:01:a4:ab:97:46,perm_remote
10.126.80.45,00:01:a4:ab:97:47,perm_remote
10.126.80.46,00:01:a4:ab:97:48,perm_remote
10.126.80.47,00:01:a4:ab:8e:b7,perm_remote
10.126.80.48,00:01:a4:ab:8e:b6,perm_remote
10.126.80.49,00:01:a4:ab:8e:a1,perm_remote
10.126.80.50,00:01:a4:ab:8e:a2,none
10.126.80.51,00:01:a4:ab:8e:a3,none
10.126.80.52,00:01:a4:ab:8e:a4,none
10.126.80.53,00:01:a4:ab:8e:a0,perm_remote
10.126.80.54,00:01:a4:ab:8e:a9,perm_remote
10.126.80.55,00:01:a4:ab:8e:a6,perm_remote
10.126.80.56,00:01:a4:ab:8e:a5,none
10.126.80.57,00:01:a4:ab:8e:a8,perm_remote
10.126.80.59,00:01:a4:ab:8e:fa,perm_remote
10.126.80.60,00:01:a4:ab:8e:fb,perm_remote
10.126.80.61,00:01:a4:ab:8e:fc,perm_remote
10.126.80.62,00:01:a4:ab:8e:fd,perm_remote
10.126.80.64,00:01:a4:ab:93:3f,perm_remote
10.126.80.65,00:01:a4:ab:93:4b,none
10.126.80.66,00:01:a4:ab:93:56,perm_remote
10.126.80.67,00:01:a4:ab:93:59,perm_remote
10.126.80.71,00:50:56:ac:2b:e9,none
10.126.80.72,00:50:56:89:d6:4e,perm_remote
10.126.80.73,00:50:56:ac:6f:83,none
10.126.80.74,00:50:56:ac:5f:a9,none
10.126.80.75,00:50:56:ac:5e:70,perm_remote
10.126.80.76,00:50:56:ac:67:2f,perm_remote
10.126.80.77,00:50:56:ac:6c:6c,perm_remote
10.126.80.101,00:01:a4:ab:53:a8,perm_remote
10.126.80.102,00:01:a4:ab:5f:8e,perm_remote
10.126.80.103,00:01:a4:ab:53:a9,perm_remote
10.126.80.104,00:01:a4:ab:5f:8d,none
10.126.81.1,00:50:56:ac:2b:e9,none
10.126.81.2,00:50:56:ac:2b:e9,none
10.126.81.3,00:50:56:ac:2b:e9,none
10.126.81.4,00:50:56:ac:2b:e9,none
10.126.81.5,00:50:56:ac:2b:e9,none
10.126.81.6,00:50:56:ac:2b:e9,none
10.126.81.7,00:50:56:ac:2b:e9,none
10.126.81.8,00:50:56:ac:2b:e9,none
10.126.81.9,00:50:56:ac:2b:e9,none
10.126.81.10,00:50:56:ac:2b:e9,none
10.126.81.11,00:50:56:ac:2b:e9,none
10.126.81.12,00:50:56:ac:2b:e9,none
10.126.81.13,00:50:56:ac:2b:e9,none
10.126.81.14,00:50:56:ac:2b:e9,none
10.126.81.15,00:50:56:ac:2b:e9,none
10.126.81.16,00:50:56:ac:2b:e9,none
10.126.81.17,00:50:56:ac:2b:e9,none
10.126.81.18,00:50:56:ac:2b:e9,none
10.126.81.19,00:50:56:ac:2b:e9,none
10.126.81.20,00:50:56:ac:2b:e9,none
10.126.81.21,00:50:56:89:d6:4e,perm_remote
10.126.81.22,00:50:56:89:d6:4e,perm_remote
10.126.81.23,00:50:56:89:d6:4e,perm_remote
10.126.81.24,00:50:56:89:d6:4e,perm_remote
10.126.81.25,00:50:56:89:d6:4e,perm_remote
10.126.81.26,00:50:56:89:d6:4e,perm_remote
10.126.81.27,00:50:56:89:d6:4e,perm_remote
10.126.81.28,00:50:56:89:d6:4e,perm_remote
10.126.81.29,00:50:56:89:d6:4e,perm_remote
10.126.81.30,00:50:56:89:d6:4e,perm_remote
10.126.81.31,00:50:56:89:d6:4e,perm_remote
10.126.81.32,00:50:56:89:d6:4e,perm_remote
10.126.81.33,00:50:56:89:d6:4e,perm_remote
10.126.81.34,00:50:56:89:d6:4e,perm_remote
10.126.81.35,00:50:56:89:d6:4e,perm_remote
10.126.81.36,00:50:56:89:d6:4e,perm_remote
10.126.81.37,00:50:56:89:d6:4e,perm_remote
10.126.81.38,00:50:56:89:d6:4e,perm_remote
10.126.81.39,00:50:56:89:d6:4e,perm_remote
10.126.81.40,00:50:56:89:d6:4e,perm_remote
10.126.81.41,00:50:56:ac:6f:83,none
10.126.81.42,00:50:56:ac:6f:83,none
10.126.81.43,00:50:56:ac:6f:83,none
10.126.81.44,00:50:56:ac:6f:83,none
10.126.81.45,00:50:56:ac:6f:83,none
10.126.81.46,00:50:56:ac:6f:83,none
10.126.81.47,00:50:56:ac:6f:83,none
10.126.81.48,00:50:56:ac:6f:83,none
10.126.81.49,00:50:56:ac:6f:83,none
10.126.81.50,00:50:56:ac:6f:83,none
10.126.81.51,00:50:56:ac:6f:83,none
10.126.81.52,00:50:56:ac:6f:83,none
10.126.81.53,00:50:56:ac:6f:83,none
10.126.81.54,00:50:56:ac:6f:83,none
10.126.81.55,00:50:56:ac:6f:83,none
10.126.81.56,00:50:56:ac:6f:83,none
10.126.81.57,00:50:56:ac:6f:83,none
10.126.81.58,00:50:56:ac:6f:83,none
10.126.81.59,00:50:56:ac:6f:83,none
10.126.81.61,00:50:56:ac:5f:a9,none
10.126.81.62,00:50:56:ac:5f:a9,none
10.126.81.63,00:50:56:ac:5f:a9,none
10.126.81.64,00:50:56:ac:5f:a9,none
10.126.81.65,00:50:56:ac:5f:a9,none
10.126.81.66,00:50:56:ac:5f:a9,none
10.126.81.67,00:50:56:ac:5f:a9,none
10.126.81.68,00:50:56:ac:5f:a9,none
10.126.81.69,00:50:56:ac:5f:a9,none
10.126.81.70,00:50:56:ac:5f:a9,none
10.126.81.71,00:50:56:ac:5f:a9,none
10.126.81.72,00:50:56:ac:5f:a9,none
10.126.81.73,00:50:56:ac:5f:a9,none
10.126.81.74,00:50:56:ac:5f:a9,none
10.126.81.75,00:50:56:ac:5f:a9,none
10.126.81.76,00:50:56:ac:5f:a9,none
10.126.81.77,00:50:56:ac:5f:a9,none
10.126.81.78,00:50:56:ac:5f:a9,none
10.126.81.79,00:50:56:ac:5f:a9,none
10.126.81.80,00:50:56:ac:5f:a9,none
10.126.81.81,00:50:56:ac:5e:70,none
10.126.81.82,00:50:56:ac:5e:70,none
10.126.81.83,00:50:56:ac:5e:70,none
10.126.81.84,00:50:56:ac:5e:70,none
10.126.81.85,00:50:56:ac:5e:70,none
10.126.81.86,00:50:56:ac:5e:70,none
10.126.81.87,00:50:56:ac:5e:70,none
10.126.81.88,00:50:56:ac:5e:70,none
10.126.81.89,00:50:56:ac:5e:70,none
10.126.81.90,00:50:56:ac:5e:70,none
10.126.81.91,00:50:56:ac:5e:70,none
10.126.81.92,00:50:56:ac:5e:70,none
10.126.81.93,00:50:56:ac:5e:70,none
10.126.81.94,00:50:56:ac:5e:70,none
10.126.81.95,00:50:56:ac:5e:70,none
10.126.81.96,00:50:56:ac:5e:70,none
10.126.81.97,00:50:56:ac:5e:70,none
10.126.81.98,00:50:56:ac:5e:70,none
10.126.81.99,00:50:56:ac:5e:70,none
10.126.81.100,00:50:56:ac:5e:70,none
10.126.81.101,00:50:56:ac:67:2f,perm_remote
10.126.81.102,00:50:56:ac:67:2f,perm_remote
10.126.81.103,00:50:56:ac:67:2f,perm_remote
10.126.81.104,00:50:56:ac:67:2f,perm_remote
10.126.81.105,00:50:56:ac:67:2f,perm_remote
10.126.81.106,00:50:56:ac:67:2f,perm_remote
10.126.81.107,00:50:56:ac:67:2f,perm_remote
10.126.81.108,00:50:56:ac:67:2f,perm_remote
10.126.81.109,00:50:56:ac:67:2f,perm_remote
10.126.81.110,00:50:56:ac:67:2f,perm_remote
10.126.81.111,00:50:56:ac:67:2f,perm_remote
10.126.81.112,00:50:56:ac:67:2f,perm_remote
10.126.81.113,00:50:56:ac:67:2f,perm_remote
10.126.81.114,00:50:56:ac:67:2f,perm_remote
10.126.81.115,00:50:56:ac:67:2f,perm_remote
10.126.81.116,00:50:56:ac:67:2f,perm_remote
10.126.81.117,00:50:56:ac:67:2f,perm_remote
10.126.81.118,00:50:56:ac:67:2f,perm_remote
10.126.81.119,00:50:56:ac:67:2f,perm_remote
10.126.81.120,00:50:56:ac:67:2f,perm_remote
10.126.81.121,00:50:56:ac:6c:6c,perm_remote
10.126.81.122,00:50:56:ac:6c:6c,perm_remote
10.126.81.123,00:50:56:ac:6c:6c,perm_remote
10.126.81.124,00:50:56:ac:6c:6c,perm_remote
10.126.81.125,00:50:56:ac:6c:6c,perm_remote
10.126.81.126,00:50:56:ac:6c:6c,perm_remote
10.126.81.127,00:50:56:ac:6c:6c,perm_remote
10.126.81.128,00:50:56:ac:6c:6c,perm_remote
10.126.81.129,00:50:56:ac:6c:6c,perm_remote
10.126.81.130,00:50:56:ac:6c:6c,perm_remote
10.126.81.131,00:50:56:ac:6c:6c,perm_remote
10.126.81.132,00:50:56:ac:6c:6c,perm_remote
10.126.81.133,00:50:56:ac:6c:6c,perm_remote
10.126.81.134,00:50:56:ac:6c:6c,perm_remote
10.126.81.135,00:50:56:ac:6c:6c,perm_remote
10.126.81.136,00:50:56:ac:6c:6c,perm_remote
10.126.81.137,00:50:56:ac:6c:6c,perm_remote
10.126.81.138,00:50:56:ac:6c:6c,perm_remote
10.126.81.139,00:50:56:ac:6c:6c,perm_remote
10.126.81.140,00:50:56:ac:6c:6c,perm_remote
10.126.130.5,c8:4c:75:52:0c:1b,perm_remote
10.126.130.6,c8:4c:75:61:62:ae,none
10.159.1.229,80:ac:ac:e3:b6:c6,
10.159.1.237,80:ac:ac:3e:12:06,
10.159.20.4,0c:86:10:a9:cc:00,none
10.159.20.6,0c:86:10:ae:2c:00,none
10.159.20.8,0c:86:10:ac:24:00,none
10.159.20.10,0c:86:10:ad:fa:00,none
10.159.20.12,0c:86:10:a9:e0:00,none
10.159.20.14,0c:86:10:ae:b8:00,none
10.159.20.16,64:64:9b:56:8f:00,none
10.159.20.18,64:64:9b:57:7a:00,none
10.159.20.203,80:ac:ac:61:a5:c1,none
10.159.20.204,80:ac:ac:61:a3:21,perm_remote
10.159.20.205,80:ac:ac:61:ae:61,perm_remote
10.159.20.224,80:ac:ac:61:a5:01,perm_remote
10.159.21.14,0c:86:10:ac:24:3b,
10.159.21.30,64:64:9b:58:6a:3b,
10.159.21.46,cc:e1:7f:c9:63:43,none
10.159.21.94,80:ac:ac:13:2a:f1,
10.248.2.110,e8:40:40:9a:b8:80,none
10.248.2.118,00:24:50:9f:e8:00,none
10.248.2.126,00:25:b4:cc:4c:80,none
10.248.2.134,00:24:50:9e:40:00,none
10.248.2.150,34:62:88:93:b1:71,none
10.248.2.158,00:26:cb:2b:71:e7,none
10.248.2.174,54:4b:8c:b3:e2:37,none
10.248.2.190,6c:20:56:a1:75:c1,none
10.248.2.228,50:87:89:fb:b4:4f,perm_remote
10.248.2.230,cc:ef:48:0c:9a:4f,perm_remote
10.248.4.10,00:01:d7:df:86:c3,none
10.248.4.11,00:1a:4a:56:c6:b1,none
10.248.4.12,00:1a:4a:56:18:39,none
10.248.4.14,00:1a:4a:56:c6:b1,none
10.248.4.15,00:01:d7:df:86:c3,none
10.248.4.21,40:01:d7:df:2e:03,perm_remote
10.248.4.22,40:01:d7:df:2e:03,perm_remote
10.248.4.24,40:01:d7:df:2e:03,perm_remote
10.248.4.25,40:01:d7:df:2e:03,none
10.248.4.26,40:01:d7:df:2e:03,perm_remote
10.248.4.27,40:01:d7:df:2e:03,none
10.248.4.28,40:01:d7:df:2e:03,none
10.248.4.29,40:01:d7:df:2e:03,none
10.248.4.32,40:01:d7:df:2e:03,none
10.248.4.33,40:01:d7:df:2e:03,perm_remote
10.248.4.39,40:01:d7:df:2e:03,none
10.248.4.41,40:01:d7:df:2e:03,none
10.248.4.43,40:01:d7:df:2e:03,none
10.248.4.47,40:01:d7:df:2e:03,perm_remote
10.248.4.52,40:01:d7:df:2e:03,perm_remote
10.248.4.53,40:01:d7:df:2e:03,perm_remote
10.248.4.54,40:01:d7:df:2e:03,perm_remote
10.248.4.55,40:01:d7:df:2e:03,none
10.248.4.56,40:01:d7:df:2e:03,perm_remote
10.248.4.60,40:01:d7:df:2e:03,none
10.248.4.61,40:01:d7:df:2e:03,none
10.248.4.62,40:01:d7:df:2e:03,none
10.248.4.63,40:01:d7:df:2e:03,perm_remote
10.248.4.64,40:01:d7:df:2e:03,none
10.248.4.65,40:01:d7:df:2e:03,perm_remote
10.248.4.66,40:01:d7:df:2e:03,none
10.248.4.69,40:01:d7:df:2e:03,perm_remote
10.248.4.70,40:01:d7:df:2e:03,none
10.248.4.71,40:01:d7:df:2e:03,none
10.248.4.72,40:01:d7:df:2e:03,none
10.248.4.73,40:01:d7:df:2e:03,none
10.248.4.75,40:01:d7:df:2e:03,none
10.248.4.76,40:01:d7:df:2e:03,perm_remote
10.248.4.77,40:01:d7:df:2e:03,none
10.248.4.78,40:01:d7:df:2e:03,perm_remote
10.248.4.79,40:01:d7:df:2e:03,perm_remote
10.248.4.80,40:01:d7:df:2e:03,perm_remote
10.248.4.81,40:01:d7:df:2e:03,perm_remote
10.248.4.82,40:01:d7:df:2e:03,none
10.248.4.84,40:01:d7:df:2e:03,none
10.248.4.85,40:01:d7:df:2e:03,perm_remote
10.248.4.87,40:01:d7:df:2e:03,none
10.248.4.88,40:01:d7:df:2e:03,none
10.248.4.89,40:01:d7:df:2e:03,none
10.248.4.90,40:01:d7:df:2e:03,perm_remote
10.248.4.91,40:01:d7:df:2e:03,none
10.248.4.92,40:01:d7:df:2e:03,perm_remote
10.248.4.95,40:01:d7:df:2e:03,perm_remote
10.248.4.96,40:01:d7:df:2e:03,perm_remote
10.248.4.97,40:01:d7:df:2e:03,perm_remote
10.248.4.98,40:01:d7:df:2e:03,none
10.248.4.99,40:01:d7:df:2e:03,perm_remote
10.248.4.100,40:01:d7:df:2e:03,none
10.248.4.101,40:01:d7:df:2e:03,perm_remote
10.248.4.102,40:01:d7:df:2e:03,none
10.248.4.103,40:01:d7:df:2e:03,none
10.248.4.104,40:01:d7:df:2e:03,none
10.248.4.105,40:01:d7:df:2e:03,none
10.248.4.106,40:01:d7:df:2e:03,perm_remote
10.248.4.107,40:01:d7:df:2e:03,none
10.248.4.110,40:01:d7:df:2e:03,perm_remote
10.248.4.112,40:01:d7:df:2e:03,perm_remote
10.248.4.113,40:01:d7:df:2e:03,perm_remote
10.248.4.116,40:01:d7:df:2e:03,none
10.248.4.117,40:01:d7:df:2e:03,perm_remote
10.248.4.118,40:01:d7:df:2e:03,none
10.248.4.119,40:01:d7:df:2e:03,none
10.248.4.120,40:01:d7:df:2e:03,none
10.248.4.121,40:01:d7:df:2e:03,none
10.248.4.122,40:01:d7:df:2e:03,perm_remote
10.248.4.123,40:01:d7:df:2e:03,none
10.248.4.124,40:01:d7:df:2e:03,perm_remote
10.248.4.125,40:01:d7:df:2e:03,none
10.248.4.126,40:01:d7:df:2e:03,perm_remote
10.248.4.127,40:01:d7:df:2e:03,perm_remote
10.248.4.129,40:01:d7:df:2e:03,perm_remote
10.248.4.130,40:01:d7:df:2e:03,none
10.248.4.131,40:01:d7:df:2e:03,perm_remote
10.248.4.132,40:01:d7:df:2e:03,none
10.248.4.133,40:01:d7:df:2e:03,perm_remote
10.248.4.134,40:01:d7:df:2e:03,none
10.248.4.135,40:01:d7:df:2e:03,none
10.248.4.136,40:01:d7:df:2e:03,none
10.248.4.137,40:01:d7:df:2e:03,none
10.248.4.138,40:01:d7:df:2e:03,perm_remote
10.248.4.139,40:01:d7:df:2e:03,none
10.248.4.140,40:01:d7:df:2e:03,perm_remote
10.248.4.141,40:01:d7:df:2e:03,none
10.248.4.142,40:01:d7:df:2e:03,perm_remote
10.248.4.143,40:01:d7:df:2e:03,perm_remote
10.248.4.150,40:01:d7:df:2e:03,none
10.248.4.151,40:01:d7:df:2e:03,none
10.248.4.152,40:01:d7:df:2e:03,none
10.248.4.153,40:01:d7:df:2e:03,none
10.248.4.154,40:01:d7:df:2e:03,perm_remote
10.248.4.155,40:01:d7:df:2e:03,none
10.248.4.156,40:01:d7:df:2e:03,perm_remote
10.248.4.157,40:01:d7:df:2e:03,none
10.248.4.158,40:01:d7:df:2e:03,perm_remote
10.248.4.159,40:01:d7:df:2e:03,perm_remote
10.248.4.170,40:01:d7:df:2e:03,perm_remote
10.248.4.171,40:01:d7:df:2e:03,none
10.248.4.172,40:01:d7:df:2e:03,perm_remote
10.248.4.173,40:01:d7:df:2e:03,none
10.248.4.174,40:01:d7:df:2e:03,perm_remote
10.248.4.175,40:01:d7:df:2e:03,perm_remote
10.248.4.176,40:01:d7:df:2e:03,perm_remote
10.248.4.178,40:01:d7:df:2e:03,none
10.248.4.179,40:01:d7:df:2e:03,perm_remote
10.248.4.180,40:01:d7:df:2e:03,none
10.248.4.181,40:01:d7:df:2e:03,perm_remote
10.248.4.183,40:01:d7:df:2e:03,none
10.248.4.184,40:01:d7:df:2e:03,none
10.248.4.185,40:01:d7:df:2e:03,none
10.248.4.186,40:01:d7:df:2e:03,perm_remote
10.248.4.187,40:01:d7:df:2e:03,none
10.248.4.188,40:01:d7:df:2e:03,perm_remote
10.248.4.189,40:01:d7:df:2e:03,none
10.248.4.190,40:01:d7:df:2e:03,perm_remote
10.248.4.192,40:01:d7:df:2e:03,perm_remote
10.248.4.193,40:01:d7:df:2e:03,perm_remote
10.248.4.194,40:01:d7:df:2e:03,none
10.248.4.195,40:01:d7:df:2e:03,perm_remote
10.248.4.196,40:01:d7:df:2e:03,none
10.248.4.197,40:01:d7:df:2e:03,perm_remote
10.248.4.198,40:01:d7:df:2e:03,none
10.248.4.199,40:01:d7:df:2e:03,none
10.248.4.200,40:01:d7:df:2e:03,none
10.248.4.201,40:01:d7:df:2e:03,none
10.248.4.202,40:01:d7:df:2e:03,perm_remote
10.248.4.203,40:01:d7:df:2e:03,none
10.248.4.204,40:01:d7:df:2e:03,perm_remote
10.248.4.205,40:01:d7:df:2e:03,none
10.248.4.208,40:01:d7:df:2e:03,perm_remote
10.248.4.209,40:01:d7:df:2e:03,perm_remote
10.248.4.211,40:01:d7:df:2e:03,perm_remote
10.248.4.212,40:01:d7:df:2e:03,none
10.248.4.213,40:01:d7:df:2e:03,perm_remote
10.248.4.214,40:01:d7:df:2e:03,none
10.248.4.215,40:01:d7:df:2e:03,none
10.248.4.216,40:01:d7:df:2e:03,none
10.248.4.217,40:01:d7:df:2e:03,none
10.248.4.221,40:01:d7:df:2e:03,none
10.248.4.222,40:01:d7:df:2e:03,perm_remote
10.248.4.223,40:01:d7:df:2e:03,perm_remote
10.248.4.224,40:01:d7:df:2e:03,perm_remote
10.248.4.225,40:01:d7:df:2e:03,perm_remote
10.248.4.226,40:01:d7:df:2e:03,none
10.248.5.4,00:0a:49:cf:06:09,none
10.248.5.5,00:0a:49:bc:16:49,none
10.248.5.6,40:01:d7:df:2e:03,none
10.248.5.14,40:01:d7:df:2e:03,perm_remote
10.248.5.21,40:01:d7:df:2e:03,perm_remote
10.248.5.22,40:01:d7:df:2e:03,none
10.248.5.23,40:01:d7:df:2e:03,perm_remote
10.248.5.24,40:01:d7:df:2e:03,none
10.248.5.25,40:01:d7:df:2e:03,perm_remote
10.248.5.27,40:01:d7:df:2e:03,perm_remote
10.248.5.28,40:01:d7:df:2e:03,perm_remote
10.248.5.30,40:01:d7:df:2e:03,perm_remote
10.248.5.32,40:01:d7:df:2e:03,perm_remote
10.248.5.33,40:01:d7:df:2e:03,none
10.248.5.34,40:01:d7:df:2e:03,none
10.248.5.38,40:01:d7:df:2e:03,none
10.248.5.41,40:01:d7:df:2e:03,perm_remote
10.248.5.42,40:01:d7:df:2e:03,perm_remote
10.248.5.43,40:01:d7:df:2e:03,perm_remote
10.248.5.44,40:01:d7:df:2e:03,perm_remote
10.248.5.45,40:01:d7:df:2e:03,none
10.248.5.47,40:01:d7:df:2e:03,none
10.248.5.48,40:01:d7:df:2e:03,perm_remote
10.248.5.49,40:01:d7:df:2e:03,none
10.248.5.50,40:01:d7:df:2e:03,none
10.248.5.51,40:01:d7:df:2e:03,none
10.248.5.53,40:01:d7:df:2e:03,perm_remote
10.248.5.54,40:01:d7:df:2e:03,none
10.248.5.55,40:01:d7:df:2e:03,perm_remote
10.248.5.56,40:01:d7:df:2e:03,none
10.248.5.57,40:01:d7:df:2e:03,perm_remote
10.248.5.64,40:01:d7:df:2e:03,perm_remote
10.248.5.65,40:01:d7:df:2e:03,none
10.248.5.68,40:01:d7:df:2e:03,none
10.248.5.69,40:01:d7:df:2e:03,perm_remote
10.248.5.70,40:01:d7:df:2e:03,none
10.248.5.71,40:01:d7:df:2e:03,perm_remote
10.248.5.74,40:01:d7:df:2e:03,perm_remote
10.248.5.75,40:01:d7:df:2e:03,perm_remote
10.248.5.77,40:01:d7:df:2e:03,none
